"month","division","line","day_type","reporting_category","delays"
"2024-07-01","B DIVISION","F","2","Infrastructure & Equipment","49"
"2024-07-01","B DIVISION","F","2","Operating Conditions","87"
"2024-07-01","B DIVISION","F","2","Planned ROW Work","199"
"2024-07-01","B DIVISION","G","1","Infrastructure & Equipment","164"
"2024-07-01","B DIVISION","G","1","Planned ROW Work","164"
"2024-07-01","B DIVISION","G","1","Police & Medical","39"
"2024-07-01","B DIVISION","G","1","Crew Availability","54"
"2024-07-01","B DIVISION","G","1","Operating Conditions","42"
"2024-07-01","B DIVISION","G","2","Police & Medical","19"
"2024-07-01","B DIVISION","G","2","Operating Conditions","53"
"2024-07-01","B DIVISION","G","2","Crew Availability","4"
"2024-07-01","B DIVISION","G","2","Planned ROW Work","35"
"2024-07-01","B DIVISION","G","2","Infrastructure & Equipment","22"
"2024-07-01","B DIVISION","G","2","External Factors","1"
"2024-07-01","B DIVISION","JZ","1","Operating Conditions","113"
"2024-07-01","B DIVISION","JZ","1","External Factors","84"
"2024-07-01","B DIVISION","JZ","1","Crew Availability","86"
"2024-07-01","B DIVISION","JZ","1","Planned ROW Work","512"
"2024-07-01","B DIVISION","JZ","1","Police & Medical","116"
"2024-07-01","B DIVISION","JZ","1","Infrastructure & Equipment","470"
"2024-07-01","B DIVISION","JZ","2","Operating Conditions","4"
"2024-07-01","B DIVISION","JZ","2","Crew Availability","18"
"2024-07-01","B DIVISION","JZ","2","Planned ROW Work","76"
"2024-07-01","B DIVISION","JZ","2","Police & Medical","29"
"2024-07-01","B DIVISION","JZ","2","Infrastructure & Equipment","90"
"2024-07-01","B DIVISION","L","1","Operating Conditions","4"
"2024-07-01","B DIVISION","L","1","Crew Availability","132"
"2024-07-01","B DIVISION","L","1","Police & Medical","360"
"2024-07-01","B DIVISION","L","1","Planned ROW Work","379"
"2024-07-01","B DIVISION","L","1","Infrastructure & Equipment","734"
"2024-07-01","B DIVISION","L","1","External Factors","1"
"2024-07-01","B DIVISION","L","2","Police & Medical","25"
"2024-07-01","B DIVISION","L","2","Infrastructure & Equipment","89"
"2024-07-01","B DIVISION","L","2","Operating Conditions","1"
"2024-07-01","B DIVISION","L","2","Planned ROW Work","22"
"2024-07-01","B DIVISION","L","2","Crew Availability","65"
"2024-07-01","B DIVISION","M","1","Crew Availability","179"
"2024-07-01","B DIVISION","M","1","Infrastructure & Equipment","733"
"2024-07-01","B DIVISION","M","1","Police & Medical","180"
"2024-07-01","B DIVISION","M","1","Operating Conditions","86"
"2024-07-01","B DIVISION","M","1","External Factors","68"
"2024-07-01","B DIVISION","M","1","Planned ROW Work","217"
"2024-07-01","B DIVISION","M","2","Infrastructure & Equipment","25"
"2024-07-01","B DIVISION","M","2","Operating Conditions","2"
"2024-07-01","B DIVISION","M","2","Police & Medical","4"
"2024-07-01","B DIVISION","M","2","Crew Availability","26"
"2024-07-01","B DIVISION","N","1","Infrastructure & Equipment","719"
"2024-07-01","B DIVISION","N","1","Crew Availability","249"
"2024-07-01","B DIVISION","N","1","Planned ROW Work","557"
"2024-07-01","B DIVISION","N","1","Police & Medical","467"
"2024-07-01","B DIVISION","N","1","Operating Conditions","199"
"2024-07-01","B DIVISION","N","1","External Factors","32"
"2024-07-01","B DIVISION","N","2","Operating Conditions","63"
"2024-07-01","B DIVISION","N","2","Crew Availability","47"
"2024-07-01","B DIVISION","N","2","Infrastructure & Equipment","129"
"2024-07-01","B DIVISION","N","2","Police & Medical","69"
"2024-07-01","B DIVISION","N","2","Planned ROW Work","164"
"2024-07-01","B DIVISION","Q","1","External Factors","63"
"2024-07-01","B DIVISION","Q","1","Crew Availability","150"
"2024-07-01","B DIVISION","Q","1","Infrastructure & Equipment","403"
"2024-07-01","B DIVISION","Q","1","Operating Conditions","147"
"2024-07-01","B DIVISION","Q","1","Police & Medical","377"
"2024-07-01","B DIVISION","Q","1","Planned ROW Work","197"
"2024-07-01","B DIVISION","Q","2","Crew Availability","43"
"2024-07-01","B DIVISION","Q","2","Police & Medical","65"
"2024-07-01","B DIVISION","Q","2","Operating Conditions","40"
"2024-07-01","B DIVISION","Q","2","Planned ROW Work","140"
"2024-07-01","B DIVISION","Q","2","Infrastructure & Equipment","99"
"2024-07-01","B DIVISION","R","1","Planned ROW Work","294"
"2024-07-01","B DIVISION","R","1","Police & Medical","300"
"2024-07-01","B DIVISION","R","1","Infrastructure & Equipment","590"
"2024-07-01","B DIVISION","R","1","Operating Conditions","84"
"2024-07-01","B DIVISION","R","1","External Factors","14"
"2024-07-01","B DIVISION","R","1","Crew Availability","228"
"2024-07-01","B DIVISION","R","2","Infrastructure & Equipment","81"
"2024-07-01","B DIVISION","R","2","External Factors","2"
"2024-07-01","B DIVISION","R","2","Police & Medical","84"
"2024-07-01","B DIVISION","R","2","Operating Conditions","8"
"2024-07-01","B DIVISION","R","2","Crew Availability","33"
"2024-07-01","B DIVISION","R","2","Planned ROW Work","65"
"2024-07-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","3"
"2024-07-01","B DIVISION","S Fkln","1","External Factors","11"
"2024-07-01","B DIVISION","S Fkln","1","Planned ROW Work","3"
"2024-07-01","B DIVISION","S Fkln","2","Operating Conditions","1"
"2024-07-01","B DIVISION","S Rock","1","Crew Availability","1"
"2024-07-01","B DIVISION","S Rock","1","Planned ROW Work","19"
"2024-07-01","B DIVISION","S Rock","1","Infrastructure & Equipment","13"
"2024-07-01","B DIVISION","S Rock","1","Police & Medical","35"
"2024-07-01","B DIVISION","S Rock","1","External Factors","67"
"2024-07-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2024-07-01","B DIVISION","S Rock","2","External Factors","72"
"2024-07-01","B DIVISION","S Rock","2","Infrastructure & Equipment","29"
"2024-07-01","B DIVISION","S Rock","2","Police & Medical","7"
"2024-07-01","B DIVISION","S Rock","2","Operating Conditions","4"
"2024-07-01","B DIVISION","S Rock","2","Crew Availability","21"
"2024-07-01","B DIVISION","S Rock","2","Planned ROW Work","8"
"2024-08-01","A DIVISION","1","1","Crew Availability","136"
"2024-08-01","A DIVISION","1","1","Operating Conditions","239"
"2024-08-01","A DIVISION","1","1","Police & Medical","349"
"2024-08-01","A DIVISION","1","1","Planned ROW Work","404"
"2024-08-01","A DIVISION","1","1","Infrastructure & Equipment","628"
"2024-08-01","A DIVISION","1","1","External Factors","16"
"2024-08-01","A DIVISION","1","2","Planned ROW Work","68"
"2024-08-01","A DIVISION","1","2","Crew Availability","29"
"2024-08-01","A DIVISION","1","2","External Factors","3"
"2024-08-01","A DIVISION","1","2","Infrastructure & Equipment","40"
"2024-08-01","A DIVISION","1","2","Police & Medical","127"
"2024-08-01","A DIVISION","1","2","Operating Conditions","52"
"2024-08-01","A DIVISION","2","1","Operating Conditions","441"
"2024-08-01","A DIVISION","2","1","Infrastructure & Equipment","655"
"2024-08-01","A DIVISION","2","1","External Factors","79"
"2024-08-01","A DIVISION","2","1","Crew Availability","103"
"2024-08-01","A DIVISION","2","1","Planned ROW Work","421"
"2024-08-01","A DIVISION","2","1","Police & Medical","453"
"2024-08-01","A DIVISION","2","2","Planned ROW Work","141"
"2024-08-01","A DIVISION","2","2","Police & Medical","195"
"2024-08-01","A DIVISION","2","2","Crew Availability","25"
"2024-08-01","A DIVISION","2","2","Infrastructure & Equipment","106"
"2024-08-01","A DIVISION","2","2","External Factors","9"
"2024-08-01","A DIVISION","2","2","Operating Conditions","267"
"2024-08-01","A DIVISION","3","1","Infrastructure & Equipment","344"
"2024-08-01","A DIVISION","3","1","Police & Medical","291"
"2024-08-01","A DIVISION","3","1","Operating Conditions","154"
"2024-08-01","A DIVISION","3","1","Planned ROW Work","59"
"2024-08-01","A DIVISION","3","1","External Factors","11"
"2024-08-01","A DIVISION","3","1","Crew Availability","68"
"2024-08-01","A DIVISION","3","2","Infrastructure & Equipment","61"
"2024-08-01","A DIVISION","3","2","Police & Medical","124"
"2024-08-01","A DIVISION","3","2","Crew Availability","10"
"2024-08-01","A DIVISION","3","2","Operating Conditions","132"
"2024-08-01","A DIVISION","3","2","Planned ROW Work","131"
"2024-08-01","A DIVISION","4","1","Planned ROW Work","88"
"2024-08-01","A DIVISION","4","1","Infrastructure & Equipment","353"
"2024-08-01","A DIVISION","4","1","Police & Medical","443"
"2024-08-01","A DIVISION","4","1","Crew Availability","122"
"2024-08-01","A DIVISION","4","1","External Factors","17"
"2024-08-01","A DIVISION","4","1","Operating Conditions","218"
"2024-08-01","A DIVISION","4","2","Infrastructure & Equipment","88"
"2024-08-01","A DIVISION","4","2","Crew Availability","15"
"2024-08-01","A DIVISION","4","2","Police & Medical","109"
"2024-08-01","A DIVISION","4","2","Planned ROW Work","126"
"2024-08-01","A DIVISION","4","2","Operating Conditions","117"
"2024-08-01","A DIVISION","5","1","Police & Medical","431"
"2024-08-01","A DIVISION","5","1","External Factors","54"
"2024-08-01","A DIVISION","5","1","Crew Availability","66"
"2024-08-01","A DIVISION","5","1","Planned ROW Work","59"
"2024-08-01","A DIVISION","5","1","Operating Conditions","163"
"2024-08-01","A DIVISION","5","1","Infrastructure & Equipment","518"
"2024-08-01","A DIVISION","5","2","Operating Conditions","40"
"2024-08-01","A DIVISION","5","2","Infrastructure & Equipment","17"
"2024-08-01","A DIVISION","5","2","Planned ROW Work","18"
"2024-08-01","A DIVISION","5","2","Crew Availability","2"
"2024-08-01","A DIVISION","5","2","Police & Medical","36"
"2024-08-01","A DIVISION","6","1","Operating Conditions","685"
"2024-08-01","A DIVISION","6","1","External Factors","10"
"2024-08-01","A DIVISION","6","1","Planned ROW Work","275"
"2024-08-01","A DIVISION","6","1","Police & Medical","859"
"2024-08-01","A DIVISION","6","1","Crew Availability","106"
"2024-08-01","A DIVISION","6","1","Infrastructure & Equipment","759"
"2024-08-01","A DIVISION","6","2","Crew Availability","25"
"2024-08-01","A DIVISION","6","2","Operating Conditions","169"
"2024-08-01","A DIVISION","6","2","Planned ROW Work","206"
"2024-08-01","A DIVISION","6","2","Infrastructure & Equipment","39"
"2024-08-01","A DIVISION","6","2","Police & Medical","101"
"2024-08-01","A DIVISION","7","1","Infrastructure & Equipment","1,016"
"2024-08-01","A DIVISION","7","1","Police & Medical","142"
"2024-08-01","A DIVISION","7","1","Planned ROW Work","172"
"2024-08-01","A DIVISION","7","1","Crew Availability","148"
"2024-08-01","A DIVISION","7","1","Operating Conditions","43"
"2024-08-01","A DIVISION","7","2","Police & Medical","144"
"2024-08-01","A DIVISION","7","2","Planned ROW Work","135"
"2024-08-01","A DIVISION","7","2","Crew Availability","10"
"2024-08-01","A DIVISION","7","2","Operating Conditions","9"
"2024-08-01","A DIVISION","7","2","Infrastructure & Equipment","105"
"2024-08-01","A DIVISION","S 42nd","1","Crew Availability","3"
"2024-08-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","288"
"2024-08-01","A DIVISION","S 42nd","1","Police & Medical","3"
"2024-08-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","72"
"2024-08-01","A DIVISION","S 42nd","2","Police & Medical","9"
"2024-08-01","B DIVISION","A","1","External Factors","144"
"2024-08-01","B DIVISION","A","1","Infrastructure & Equipment","627"
"2024-08-01","B DIVISION","A","1","Crew Availability","171"
"2024-08-01","B DIVISION","A","1","Planned ROW Work","529"
"2024-08-01","B DIVISION","A","1","Operating Conditions","191"
"2024-08-01","B DIVISION","A","1","Police & Medical","257"
"2024-08-01","B DIVISION","A","2","Crew Availability","93"
"2024-08-01","B DIVISION","A","2","Infrastructure & Equipment","141"
"2024-08-01","B DIVISION","A","2","Operating Conditions","200"
"2024-08-01","B DIVISION","A","2","External Factors","24"
"2024-08-01","B DIVISION","A","2","Planned ROW Work","332"
"2024-08-01","B DIVISION","A","2","Police & Medical","100"
"2024-08-01","B DIVISION","B","1","Planned ROW Work","449"
"2024-08-01","B DIVISION","B","1","Police & Medical","307"
"2024-08-01","B DIVISION","B","1","Crew Availability","175"
"2024-08-01","B DIVISION","B","1","Infrastructure & Equipment","867"
"2024-08-01","B DIVISION","B","1","Operating Conditions","306"
"2024-08-01","B DIVISION","B","1","External Factors","34"
"2024-08-01","B DIVISION","C","1","External Factors","16"
"2024-08-01","B DIVISION","C","1","Police & Medical","322"
"2024-08-01","B DIVISION","C","1","Infrastructure & Equipment","614"
"2024-08-01","B DIVISION","C","1","Planned ROW Work","208"
"2024-08-01","B DIVISION","C","1","Crew Availability","112"
"2024-08-01","B DIVISION","C","1","Operating Conditions","274"
"2024-08-01","B DIVISION","C","2","Police & Medical","85"
"2024-08-01","B DIVISION","C","2","Infrastructure & Equipment","54"
"2024-08-01","B DIVISION","C","2","Planned ROW Work","271"
"2024-08-01","B DIVISION","C","2","External Factors","4"
"2024-08-01","B DIVISION","C","2","Crew Availability","37"
"2024-08-01","B DIVISION","C","2","Operating Conditions","222"
"2024-08-01","B DIVISION","D","1","External Factors","16"
"2024-08-01","B DIVISION","D","1","Crew Availability","217"
"2024-08-01","B DIVISION","D","1","Police & Medical","237"
"2024-08-01","B DIVISION","D","1","Infrastructure & Equipment","726"
"2024-08-01","B DIVISION","D","1","Operating Conditions","226"
"2024-08-01","B DIVISION","D","1","Planned ROW Work","509"
"2024-08-01","B DIVISION","D","2","Infrastructure & Equipment","87"
"2024-08-01","B DIVISION","D","2","Police & Medical","102"
"2024-08-01","B DIVISION","D","2","Crew Availability","62"
"2024-08-01","B DIVISION","D","2","Planned ROW Work","266"
"2024-08-01","B DIVISION","D","2","Operating Conditions","76"
"2024-08-01","B DIVISION","E","1","Crew Availability","77"
"2024-08-01","B DIVISION","E","1","Planned ROW Work","811"
"2024-08-01","B DIVISION","E","1","Police & Medical","255"
"2024-08-01","B DIVISION","E","1","Infrastructure & Equipment","598"
"2024-08-01","B DIVISION","E","1","Operating Conditions","119"
"2024-08-01","B DIVISION","E","2","Infrastructure & Equipment","38"
"2024-08-01","B DIVISION","E","2","Police & Medical","14"
"2024-08-01","B DIVISION","E","2","Operating Conditions","5"
"2024-08-01","B DIVISION","E","2","Crew Availability","56"
"2024-08-01","B DIVISION","E","2","External Factors","1"
"2024-08-01","B DIVISION","E","2","Planned ROW Work","117"
"2024-08-01","B DIVISION","F","1","External Factors","3"
"2024-08-01","B DIVISION","F","1","Planned ROW Work","713"
"2024-08-01","B DIVISION","F","1","Infrastructure & Equipment","810"
"2024-08-01","B DIVISION","F","1","Crew Availability","204"
"2024-08-01","B DIVISION","F","1","Police & Medical","334"
"2024-08-01","B DIVISION","F","1","Operating Conditions","178"
"2024-08-01","B DIVISION","F","2","Operating Conditions","43"
"2024-08-01","B DIVISION","F","2","External Factors","4"
"2024-08-01","B DIVISION","F","2","Planned ROW Work","210"
"2024-08-01","B DIVISION","F","2","Police & Medical","27"
"2024-08-01","B DIVISION","F","2","Crew Availability","54"
"2024-08-01","B DIVISION","F","2","Infrastructure & Equipment","119"
"2024-08-01","B DIVISION","G","1","Infrastructure & Equipment","151"
"2024-08-01","B DIVISION","G","1","Operating Conditions","19"
"2024-08-01","B DIVISION","G","1","Police & Medical","9"
"2024-08-01","B DIVISION","G","1","Crew Availability","35"
"2024-08-01","B DIVISION","G","1","Planned ROW Work","132"
"2024-08-01","B DIVISION","G","2","Police & Medical","3"
"2024-08-01","B DIVISION","G","2","Operating Conditions","20"
"2024-08-01","B DIVISION","G","2","Infrastructure & Equipment","21"
"2024-08-01","B DIVISION","G","2","Planned ROW Work","46"
"2024-08-01","B DIVISION","G","2","Crew Availability","10"
"2024-08-01","B DIVISION","JZ","1","Infrastructure & Equipment","277"
"2024-08-01","B DIVISION","JZ","1","External Factors","9"
"2024-08-01","B DIVISION","JZ","1","Crew Availability","68"
"2024-08-01","B DIVISION","JZ","1","Police & Medical","170"
"2024-08-01","B DIVISION","JZ","1","Operating Conditions","83"
"2024-08-01","B DIVISION","JZ","1","Planned ROW Work","627"
"2024-08-01","B DIVISION","JZ","2","Operating Conditions","14"
"2024-08-01","B DIVISION","JZ","2","Police & Medical","24"
"2024-08-01","B DIVISION","JZ","2","Planned ROW Work","64"
"2024-08-01","B DIVISION","JZ","2","Infrastructure & Equipment","19"
"2024-08-01","B DIVISION","JZ","2","Crew Availability","36"
"2024-08-01","B DIVISION","L","1","Planned ROW Work","151"
"2024-08-01","B DIVISION","L","1","External Factors","14"
"2024-08-01","B DIVISION","L","1","Infrastructure & Equipment","467"
"2024-08-01","B DIVISION","L","1","Crew Availability","88"
"2024-08-01","B DIVISION","L","1","Operating Conditions","5"
"2024-08-01","B DIVISION","L","1","Police & Medical","301"
"2024-08-01","B DIVISION","L","2","Infrastructure & Equipment","136"
"2024-08-01","B DIVISION","L","2","Police & Medical","61"
"2024-08-01","B DIVISION","L","2","Planned ROW Work","1"
"2024-08-01","B DIVISION","L","2","External Factors","1"
"2024-08-01","B DIVISION","L","2","Crew Availability","30"
"2024-08-01","B DIVISION","M","1","Planned ROW Work","426"
"2024-08-01","B DIVISION","M","1","Operating Conditions","87"
"2024-08-01","B DIVISION","M","1","Infrastructure & Equipment","523"
"2024-08-01","B DIVISION","M","1","Crew Availability","136"
"2024-08-01","B DIVISION","M","1","Police & Medical","188"
"2024-08-01","B DIVISION","M","2","Planned ROW Work","13"
"2024-08-01","B DIVISION","M","2","Crew Availability","12"
"2024-08-01","B DIVISION","M","2","Operating Conditions","2"
"2024-08-01","B DIVISION","M","2","Police & Medical","8"
"2024-08-01","B DIVISION","M","2","Infrastructure & Equipment","17"
"2024-08-01","B DIVISION","N","1","External Factors","18"
"2024-08-01","B DIVISION","N","1","Operating Conditions","170"
"2024-08-01","B DIVISION","N","1","Police & Medical","337"
"2024-08-01","B DIVISION","N","1","Planned ROW Work","710"
"2024-08-01","B DIVISION","N","1","Infrastructure & Equipment","1,018"
"2024-08-01","B DIVISION","N","1","Crew Availability","210"
"2024-08-01","B DIVISION","N","2","Operating Conditions","50"
"2024-08-01","B DIVISION","N","2","Infrastructure & Equipment","115"
"2024-08-01","B DIVISION","N","2","Planned ROW Work","423"
"2024-08-01","B DIVISION","N","2","Police & Medical","89"
"2024-08-01","B DIVISION","N","2","Crew Availability","72"
"2024-08-01","B DIVISION","Q","1","Infrastructure & Equipment","554"
"2024-08-01","B DIVISION","Q","1","Planned ROW Work","365"
"2024-08-01","B DIVISION","Q","1","External Factors","35"
"2024-08-01","B DIVISION","Q","1","Crew Availability","131"
"2024-08-01","B DIVISION","Q","1","Operating Conditions","125"
"2024-08-01","B DIVISION","Q","1","Police & Medical","261"
"2024-08-01","B DIVISION","Q","2","Infrastructure & Equipment","85"
"2024-08-01","B DIVISION","Q","2","Crew Availability","61"
"2024-08-01","B DIVISION","Q","2","Police & Medical","47"
"2024-08-01","B DIVISION","Q","2","Planned ROW Work","75"
"2024-08-01","B DIVISION","Q","2","Operating Conditions","72"
"2024-08-01","B DIVISION","R","1","Police & Medical","233"
"2024-08-01","B DIVISION","R","1","Infrastructure & Equipment","687"
"2024-08-01","B DIVISION","R","1","Operating Conditions","140"
"2024-08-01","B DIVISION","R","1","External Factors","9"
"2024-08-01","B DIVISION","R","1","Crew Availability","162"
"2024-08-01","B DIVISION","R","1","Planned ROW Work","368"
"2024-08-01","B DIVISION","R","2","Operating Conditions","19"
"2024-08-01","B DIVISION","R","2","Police & Medical","59"
"2024-08-01","B DIVISION","R","2","External Factors","7"
"2024-08-01","B DIVISION","R","2","Crew Availability","37"
"2024-08-01","B DIVISION","R","2","Infrastructure & Equipment","26"
"2024-08-01","B DIVISION","R","2","Planned ROW Work","117"
"2024-08-01","B DIVISION","S Fkln","1","Police & Medical","3"
"2024-08-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","7"
"2024-08-01","B DIVISION","S Rock","1","Infrastructure & Equipment","10"
"2024-08-01","B DIVISION","S Rock","1","Planned ROW Work","24"
"2024-08-01","B DIVISION","S Rock","1","External Factors","84"
"2024-08-01","B DIVISION","S Rock","1","Crew Availability","3"
"2024-08-01","B DIVISION","S Rock","1","Police & Medical","9"
"2024-08-01","B DIVISION","S Rock","1","Operating Conditions","1"
"2024-08-01","B DIVISION","S Rock","2","Infrastructure & Equipment","23"
"2024-08-01","B DIVISION","S Rock","2","Crew Availability","1"
"2024-08-01","B DIVISION","S Rock","2","Planned ROW Work","3"
"2024-08-01","B DIVISION","S Rock","2","Operating Conditions","11"
"2024-08-01","B DIVISION","S Rock","2","Police & Medical","17"
"2024-08-01","B DIVISION","S Rock","2","External Factors","29"
"2024-09-01","A DIVISION","1","1","Infrastructure & Equipment","719"
"2024-09-01","A DIVISION","1","1","Police & Medical","386"
"2024-09-01","A DIVISION","1","1","Planned ROW Work","290"
"2024-09-01","A DIVISION","1","1","Crew Availability","46"
"2024-09-01","A DIVISION","1","1","Operating Conditions","228"
"2024-09-01","A DIVISION","1","2","Infrastructure & Equipment","107"
"2024-09-01","A DIVISION","1","2","Police & Medical","53"
"2024-09-01","A DIVISION","1","2","Operating Conditions","22"
"2024-09-01","A DIVISION","1","2","Planned ROW Work","67"
"2024-09-01","A DIVISION","1","2","Crew Availability","19"
"2024-09-01","A DIVISION","2","1","Operating Conditions","366"
"2024-09-01","A DIVISION","2","1","Infrastructure & Equipment","580"
"2024-09-01","A DIVISION","2","1","Police & Medical","383"
"2024-09-01","A DIVISION","2","1","Crew Availability","45"
"2024-09-01","A DIVISION","2","1","Planned ROW Work","527"
"2024-09-01","A DIVISION","2","2","Police & Medical","257"
"2024-09-01","A DIVISION","2","2","Infrastructure & Equipment","152"
"2024-09-01","A DIVISION","2","2","External Factors","8"
"2024-09-01","A DIVISION","2","2","Crew Availability","12"
"2024-09-01","A DIVISION","2","2","Planned ROW Work","251"
"2024-09-01","A DIVISION","2","2","Operating Conditions","307"
"2024-09-01","A DIVISION","3","1","Police & Medical","240"
"2024-09-01","A DIVISION","3","1","Infrastructure & Equipment","347"
"2024-09-01","A DIVISION","3","1","Planned ROW Work","74"
"2024-09-01","A DIVISION","3","1","Operating Conditions","101"
"2024-09-01","A DIVISION","3","1","Crew Availability","8"
"2024-09-01","A DIVISION","3","2","Planned ROW Work","108"
"2024-09-01","A DIVISION","3","2","Operating Conditions","38"
"2024-09-01","A DIVISION","3","2","Infrastructure & Equipment","37"
"2024-09-01","A DIVISION","3","2","Police & Medical","151"
"2024-09-01","A DIVISION","4","1","Police & Medical","445"
"2024-09-01","A DIVISION","4","1","External Factors","17"
"2024-09-01","A DIVISION","4","1","Crew Availability","21"
"2024-09-01","A DIVISION","4","1","Operating Conditions","187"
"2024-09-01","A DIVISION","4","1","Planned ROW Work","145"
"2024-09-01","A DIVISION","4","1","Infrastructure & Equipment","573"
"2024-09-01","A DIVISION","4","2","Police & Medical","161"
"2024-09-01","A DIVISION","4","2","Operating Conditions","230"
"2024-09-01","A DIVISION","4","2","Infrastructure & Equipment","100"
"2024-09-01","A DIVISION","4","2","Planned ROW Work","126"
"2024-09-01","A DIVISION","4","2","External Factors","2"
"2024-09-01","A DIVISION","4","2","Crew Availability","20"
"2024-09-01","A DIVISION","5","1","Planned ROW Work","167"
"2024-09-01","A DIVISION","5","1","External Factors","5"
"2024-09-01","A DIVISION","5","1","Police & Medical","387"
"2024-09-01","A DIVISION","5","1","Crew Availability","31"
"2024-09-01","A DIVISION","5","1","Operating Conditions","141"
"2024-09-01","A DIVISION","5","1","Infrastructure & Equipment","548"
"2024-09-01","A DIVISION","5","2","Planned ROW Work","30"
"2024-09-01","A DIVISION","5","2","Police & Medical","33"
"2024-09-01","A DIVISION","5","2","Operating Conditions","31"
"2024-09-01","A DIVISION","5","2","Crew Availability","10"
"2024-09-01","A DIVISION","5","2","External Factors","2"
"2024-09-01","A DIVISION","5","2","Infrastructure & Equipment","42"
"2024-09-01","A DIVISION","6","1","Crew Availability","39"
"2024-09-01","A DIVISION","6","1","Operating Conditions","562"
"2024-09-01","A DIVISION","6","1","Police & Medical","776"
"2024-09-01","A DIVISION","6","1","Planned ROW Work","320"
"2024-09-01","A DIVISION","6","1","Infrastructure & Equipment","697"
"2024-09-01","A DIVISION","6","1","External Factors","25"
"2024-09-01","A DIVISION","6","2","Planned ROW Work","200"
"2024-09-01","A DIVISION","6","2","Police & Medical","46"
"2024-09-01","A DIVISION","6","2","Crew Availability","15"
"2024-09-01","A DIVISION","6","2","Infrastructure & Equipment","90"
"2024-09-01","A DIVISION","6","2","Operating Conditions","136"
"2024-09-01","A DIVISION","7","1","Infrastructure & Equipment","398"
"2024-09-01","A DIVISION","7","1","Police & Medical","181"
"2024-09-01","A DIVISION","7","1","Planned ROW Work","150"
"2024-09-01","A DIVISION","7","1","Crew Availability","22"
"2024-09-01","A DIVISION","7","1","Operating Conditions","28"
"2024-09-01","A DIVISION","7","2","Crew Availability","1"
"2024-09-01","A DIVISION","7","2","Infrastructure & Equipment","59"
"2024-09-01","A DIVISION","7","2","Police & Medical","63"
"2024-09-01","A DIVISION","7","2","Planned ROW Work","152"
"2024-09-01","A DIVISION","7","2","Operating Conditions","10"
"2024-09-01","B DIVISION","A","1","Operating Conditions","113"
"2024-09-01","B DIVISION","A","1","External Factors","111"
"2024-09-01","B DIVISION","A","1","Police & Medical","337"
"2024-09-01","B DIVISION","A","1","Planned ROW Work","468"
"2024-09-01","B DIVISION","A","1","Crew Availability","165"
"2024-09-01","B DIVISION","A","1","Infrastructure & Equipment","426"
"2024-09-01","B DIVISION","A","2","Infrastructure & Equipment","147"
"2024-09-01","B DIVISION","A","2","External Factors","37"
"2024-09-01","B DIVISION","A","2","Police & Medical","103"
"2024-09-01","B DIVISION","A","2","Planned ROW Work","246"
"2024-09-01","B DIVISION","A","2","Operating Conditions","34"
"2024-09-01","B DIVISION","A","2","Crew Availability","65"
"2024-09-01","B DIVISION","B","1","Operating Conditions","182"
"2024-09-01","B DIVISION","B","1","Police & Medical","412"
"2024-09-01","B DIVISION","B","1","Planned ROW Work","575"
"2024-09-01","B DIVISION","B","1","Crew Availability","146"
"2024-09-01","B DIVISION","B","1","Infrastructure & Equipment","730"
"2024-09-01","B DIVISION","C","1","Crew Availability","71"
"2024-09-01","B DIVISION","C","1","Planned ROW Work","207"
"2024-09-01","B DIVISION","C","1","Infrastructure & Equipment","333"
"2024-09-01","B DIVISION","C","1","Operating Conditions","149"
"2024-09-01","B DIVISION","C","1","External Factors","1"
"2024-09-01","B DIVISION","C","1","Police & Medical","401"
"2024-09-01","B DIVISION","C","2","Crew Availability","9"
"2024-09-01","B DIVISION","C","2","Infrastructure & Equipment","131"
"2024-09-01","B DIVISION","C","2","Operating Conditions","53"
"2024-09-01","B DIVISION","C","2","Planned ROW Work","152"
"2024-09-01","B DIVISION","C","2","Police & Medical","80"
"2024-09-01","B DIVISION","C","2","External Factors","1"
"2024-09-01","B DIVISION","D","1","Planned ROW Work","359"
"2024-09-01","B DIVISION","D","1","Infrastructure & Equipment","631"
"2024-09-01","B DIVISION","D","1","External Factors","3"
"2024-09-01","B DIVISION","D","1","Operating Conditions","110"
"2024-09-01","B DIVISION","D","1","Police & Medical","298"
"2024-09-01","B DIVISION","D","1","Crew Availability","176"
"2024-09-01","B DIVISION","D","2","Police & Medical","74"
"2024-09-01","B DIVISION","D","2","Crew Availability","74"
"2024-09-01","B DIVISION","D","2","Planned ROW Work","94"
"2024-09-01","B DIVISION","D","2","Operating Conditions","29"
"2024-09-01","B DIVISION","D","2","Infrastructure & Equipment","71"
"2024-09-01","B DIVISION","E","1","Crew Availability","65"
"2024-09-01","B DIVISION","E","1","Operating Conditions","13"
"2024-09-01","B DIVISION","E","1","Planned ROW Work","672"
"2024-09-01","B DIVISION","E","1","Infrastructure & Equipment","517"
"2024-09-01","B DIVISION","E","1","Police & Medical","440"
"2024-09-01","B DIVISION","E","2","Operating Conditions","10"
"2024-09-01","B DIVISION","E","2","Police & Medical","26"
"2024-09-01","B DIVISION","E","2","Crew Availability","26"
